,UF,PA_MUNPCN,PA_CMP,PA_QTDPRO,PA_QTDAPR
17798,MG,310280,202304,12,12
17799,MG,310280,202305,17,17
17800,MG,310280,202306,21,21
17801,MG,310280,202307,11,11
17802,MG,310280,202308,5,5
17803,MG,310280,202309,9,9
17804,MG,310280,202310,12,12
17805,MG,310280,202311,17,17
17806,MG,310280,202312,21,21
17807,MG,310280,202401,33,33
17808,MG,310280,202402,40,40
17809,MG,310280,202403,15,15
17810,MG,310280,202404,21,21
17811,MG,310280,202405,28,28
17812,MG,310280,202406,31,31
17813,MG,310280,202407,14,14
17814,MG,310280,202408,9,9
17815,MG,310280,202409,3,3
17816,MG,310280,202410,14,14
17817,MG,310285,202202,1,1
17818,MG,310285,202203,1,1
17819,MG,310285,202206,2,2
17820,MG,310285,202208,4,4
17821,MG,310285,202209,1,1
17822,MG,310285,202210,2,2
17823,MG,310285,202212,1,1
17824,MG,310285,202302,16,16
17825,MG,310285,202303,3,3
17826,MG,310285,202304,3,3
17827,MG,310285,202305,6,6
17828,MG,310285,202306,3,3
17829,MG,310285,202307,1,1
17830,MG,310285,202308,3,3
17831,MG,310285,202309,1,1
17832,MG,310285,202310,2,2
17833,MG,310285,202311,1,1
17834,MG,310285,202312,11,11
17835,MG,310285,202401,1,1
17836,MG,310285,202402,4,4
17837,MG,310285,202404,1,1
17838,MG,310285,202405,1,1
17839,MG,310285,202406,10,10
17840,MG,310285,202407,8,8
17841,MG,310285,202408,1,1
17842,MG,310285,202409,4,3
17843,MG,310285,202410,2,2
17844,MG,310285,202412,2,2
17845,MG,310290,202201,1,0
17846,MG,310290,202202,3,2
17847,MG,310290,202203,2,2
17848,MG,310290,202204,3,2
17849,MG,310290,202205,3,3
17850,MG,310290,202206,62,62
17851,MG,310290,202207,3,1
17852,MG,310290,202208,84,84
17853,MG,310290,202209,118,118
17854,MG,310290,202210,17,17
17855,MG,310290,202211,100,100
17856,MG,310290,202212,45,44
17857,MG,310290,202301,39,39
17858,MG,310290,202302,14,14
17859,MG,310290,202303,152,152
17860,MG,310290,202304,99,99
17861,MG,310290,202305,134,134
17862,MG,310290,202306,113,113
17863,MG,310290,202307,130,130
17864,MG,310290,202308,125,125
17865,MG,310290,202309,111,111
17866,MG,310290,202310,95,95
17867,MG,310290,202311,71,71
17868,MG,310290,202312,12,12
17869,MG,310290,202401,70,70
17870,MG,310290,202402,96,96
17871,MG,310290,202403,36,36
17872,MG,310290,202404,86,86
17873,MG,310290,202405,87,87
17874,MG,310290,202406,91,91
17875,MG,310290,202407,91,91
17876,MG,310290,202408,87,87
17877,MG,310290,202409,131,131
17878,MG,310290,202410,142,142
17879,MG,310290,202411,62,62
17880,MG,310290,202412,77,77
17881,MG,310300,202202,3,3
17882,MG,310300,202206,2,2
17883,MG,310300,202207,5,5
17884,MG,310300,202208,14,14
17885,MG,310300,202209,5,5
17886,MG,310300,202210,3,3
17887,MG,310300,202211,10,10
17888,MG,310300,202302,3,2
17889,MG,310300,202303,3,2
17890,MG,310300,202304,3,1
17891,MG,310300,202305,1,1
17892,MG,310300,202306,21,21
17893,MG,310300,202307,11,11
17894,MG,310300,202308,3,3
17895,MG,310300,202309,9,9
17896,MG,310300,202310,2,2
17897,MG,310300,202311,25,25
17898,MG,310300,202312,53,53
17899,MG,310300,202401,32,32
17900,MG,310300,202402,34,33
17901,MG,310300,202403,67,66
17902,MG,310300,202404,45,44
17903,MG,310300,202405,84,84
17904,MG,310300,202406,46,46
17905,MG,310300,202407,65,65
17906,MG,310300,202408,63,63
17907,MG,310300,202409,59,59
17908,MG,310300,202410,28,28
17909,MG,310300,202411,63,63
17910,MG,310300,202412,34,34
17911,MG,310310,202205,4,4
17912,MG,310310,202206,4,4
17913,MG,310310,202207,8,8
17914,MG,310310,202208,10,10
17915,MG,310310,202209,1,1
17916,MG,310310,202210,1,1
17917,MG,310310,202211,2,2
17918,MG,310310,202301,2,2
17919,MG,310310,202302,1,1
17920,MG,310310,202304,1,1
17921,MG,310310,202311,2,2
17922,MG,310310,202312,1,1
17923,MG,310310,202402,10,10
17924,MG,310310,202403,2,2
17925,MG,310310,202407,1,1
17926,MG,310320,202201,1,1
17927,MG,310320,202202,3,3
17928,MG,310320,202203,1,1
17929,MG,310320,202205,1,1
17930,MG,310320,202206,1,1
17931,MG,310320,202207,2,1
17932,MG,310320,202209,1,1
17933,MG,310320,202210,1,1
17934,MG,310320,202211,2,2
17935,MG,310320,202304,1,1
17936,MG,310320,202305,9,9
17937,MG,310320,202307,1,1
17938,MG,310320,202308,1,1
17939,MG,310320,202309,2,2
17940,MG,310320,202312,1,1
17941,MG,310320,202401,1,1
17942,MG,310320,202403,4,4
17943,MG,310320,202404,4,4
17944,MG,310320,202405,1,1
17945,MG,310320,202406,6,6
17946,MG,310320,202407,13,12
17947,MG,310320,202408,7,7
17948,MG,310320,202409,6,6
17949,MG,310320,202410,8,8
17950,MG,310320,202411,2,2
17951,MG,310330,202201,9,9
17952,MG,310330,202202,6,6
17953,MG,310330,202204,10,9
17954,MG,310330,202205,12,12
17955,MG,310330,202206,25,24
17956,MG,310330,202207,37,18
17957,MG,310330,202209,26,18
17958,MG,310330,202210,14,14
17959,MG,310330,202212,1,1
17960,MG,310330,202301,23,16
17961,MG,310330,202302,10,10
17962,MG,310330,202304,26,13
17963,MG,310330,202305,16,7
17964,MG,310330,202306,26,14
17965,MG,310330,202307,32,11
17966,MG,310330,202308,33,7
17967,MG,310330,202309,32,12
17968,MG,310330,202310,34,14
17969,MG,310330,202311,42,12
17970,MG,310330,202312,15,12
17971,MG,310330,202402,21,12
17972,MG,310330,202403,26,14
17973,MG,310330,202405,34,34
17974,MG,310330,202406,22,22
17975,MG,310330,202407,28,26
17976,MG,310330,202408,39,37
17977,MG,310330,202409,38,28
17978,MG,310340,202201,4,4
17979,MG,310340,202202,3,3
17980,MG,310340,202203,3,3
17981,MG,310340,202204,1,1
17982,MG,310340,202205,3,3
17983,MG,310340,202206,2,2
17984,MG,310340,202207,96,96
17985,MG,310340,202208,63,63
17986,MG,310340,202209,106,106
17987,MG,310340,202210,118,118
17988,MG,310340,202211,125,125
17989,MG,310340,202212,25,25
17990,MG,310340,202301,2,2
17991,MG,310340,202302,2,2
17992,MG,310340,202303,120,119
17993,MG,310340,202304,146,146
17994,MG,310340,202305,146,146
17995,MG,310340,202306,203,203
17996,MG,310340,202307,179,179
17997,MG,310340,202308,232,232
17998,MG,310340,202309,202,202
17999,MG,310340,202310,180,179
18000,MG,310340,202311,148,148
18001,MG,310340,202312,177,177
18002,MG,310340,202401,297,297
18003,MG,310340,202402,268,268
18004,MG,310340,202403,209,209
18005,MG,310340,202404,326,326
18006,MG,310340,202405,319,319
18007,MG,310340,202406,324,324
18008,MG,310340,202407,284,279
18009,MG,310340,202408,333,333
18010,MG,310340,202409,338,338
18011,MG,310340,202410,272,272
18012,MG,310340,202411,386,386
18013,MG,310340,202412,455,455
18014,MG,310350,202201,202,202
18015,MG,310350,202202,60,60
18016,MG,310350,202203,209,209
18017,MG,310350,202204,261,261
18018,MG,310350,202205,243,243
18019,MG,310350,202206,493,493
18020,MG,310350,202207,700,700
18021,MG,310350,202208,728,728
18022,MG,310350,202209,637,637
18023,MG,310350,202210,500,500
18024,MG,310350,202211,401,401
18025,MG,310350,202212,234,234
18026,MG,310350,202301,433,433
18027,MG,310350,202302,526,526
18028,MG,310350,202303,386,386
18029,MG,310350,202304,922,922
18030,MG,310350,202305,843,843
18031,MG,310350,202306,1064,1064
18032,MG,310350,202307,991,991
18033,MG,310350,202308,1041,1041
18034,MG,310350,202309,923,923
18035,MG,310350,202310,1216,1216
18036,MG,310350,202311,821,821
18037,MG,310350,202312,967,967
18038,MG,310350,202401,843,843
18039,MG,310350,202402,336,336
18040,MG,310350,202403,847,847
18041,MG,310350,202404,1069,1069
18042,MG,310350,202405,1101,1101
18043,MG,310350,202406,908,908
18044,MG,310350,202407,1054,1054
18045,MG,310350,202408,917,917
18046,MG,310350,202409,1147,1147
18047,MG,310350,202410,957,957
18048,MG,310350,202411,1014,1014
18049,MG,310350,202412,1129,1129
18050,MG,310360,202308,8,0
18051,MG,310360,202401,1,1
18052,MG,310360,202406,1,1
18053,MG,310360,202411,1,1
18054,MG,310370,202202,11,11
18055,MG,310370,202203,7,7
18056,MG,310370,202204,8,8
18057,MG,310370,202205,5,5
18058,MG,310370,202206,15,15
18059,MG,310370,202207,3,3
18060,MG,310370,202208,3,3
18061,MG,310370,202210,3,3
18062,MG,310370,202211,1,1
18063,MG,310370,202212,3,3
18064,MG,310370,202301,3,3
18065,MG,310370,202302,1,1
18066,MG,310370,202303,4,4
18067,MG,310370,202304,6,6
18068,MG,310370,202305,3,3
18069,MG,310370,202306,1,1
18070,MG,310370,202307,3,3
18071,MG,310370,202308,3,3
18072,MG,310370,202309,1,1
18073,MG,310370,202310,2,2
18074,MG,310370,202311,3,3
18075,MG,310370,202312,1,1
18076,MG,310370,202401,3,3
18077,MG,310370,202402,2,2
18078,MG,310370,202403,3,3
18079,MG,310370,202404,1,1
18080,MG,310370,202405,1,1
18081,MG,310370,202406,3,3
18082,MG,310370,202407,4,4
18083,MG,310370,202408,6,6
18084,MG,310370,202409,5,5
18085,MG,310370,202410,2,2
18086,MG,310370,202411,11,11
18087,MG,310370,202412,7,7
18088,MG,310375,202201,7,7
18089,MG,310375,202202,10,10
18090,MG,310375,202203,24,24
18091,MG,310375,202204,16,16
18092,MG,310375,202205,25,25
18093,MG,310375,202206,18,18
18094,MG,310375,202207,27,27
18095,MG,310375,202208,47,47
18096,MG,310375,202209,27,27
18097,MG,310375,202210,33,0
18098,MG,310375,202211,62,62
18099,MG,310375,202212,47,47
18100,MG,310375,202301,27,27
18101,MG,310375,202303,55,55
18102,MG,310375,202304,18,18
18103,MG,310375,202305,49,49
18104,MG,310375,202306,61,61
18105,MG,310375,202307,51,51
18106,MG,310375,202308,63,63
18107,MG,310375,202309,73,73
18108,MG,310375,202310,55,55
18109,MG,310375,202311,52,52
18110,MG,310375,202312,26,26
18111,MG,310375,202401,54,54
18112,MG,310375,202403,82,82
18113,MG,310375,202404,105,105
18114,MG,310375,202405,88,88
18115,MG,310375,202406,77,77
18116,MG,310375,202407,64,64
18117,MG,310375,202408,101,101
18118,MG,310375,202409,94,94
18119,MG,310375,202410,45,45
18120,MG,310375,202411,73,73
18121,MG,310375,202412,119,119
18122,MG,310380,202208,1,1
18123,MG,310380,202211,1,1
18124,MG,310380,202305,2,2
18125,MG,310380,202306,1,1
18126,MG,310380,202309,2,2
18127,MG,310380,202402,30,30
18128,MG,310380,202403,87,87
18129,MG,310380,202404,87,87
18130,MG,310380,202405,85,85
18131,MG,310380,202406,56,56
18132,MG,310380,202407,56,56
18133,MG,310380,202408,62,62
18134,MG,310380,202409,50,50
18135,MG,310380,202410,62,62
18136,MG,310380,202411,58,58
18137,MG,310380,202412,60,60
18138,MG,310390,202201,119,119
18139,MG,310390,202202,92,92
18140,MG,310390,202203,96,96
18141,MG,310390,202204,96,96
18142,MG,310390,202205,94,94
18143,MG,310390,202206,95,95
18144,MG,310390,202207,153,153
18145,MG,310390,202208,163,163
18146,MG,310390,202209,113,113
18147,MG,310390,202210,32,32
18148,MG,310390,202211,31,31
18149,MG,310390,202212,46,46
18150,MG,310390,202301,32,32
18151,MG,310390,202302,34,34
18152,MG,310390,202303,157,157
18153,MG,310390,202304,153,153
18154,MG,310390,202305,158,158
18155,MG,310390,202306,143,143
18156,MG,310390,202307,153,153
18157,MG,310390,202308,201,189
18158,MG,310390,202309,107,100
18159,MG,310390,202310,167,157
18160,MG,310390,202311,154,152
18161,MG,310390,202312,153,151
18162,MG,310390,202401,152,152
18163,MG,310390,202402,152,152
18164,MG,310390,202403,161,161
18165,MG,310390,202404,183,182
18166,MG,310390,202405,138,138
18167,MG,310390,202406,106,106
18168,MG,310390,202407,168,168
18169,MG,310390,202408,170,170
18170,MG,310390,202409,69,69
18171,MG,310390,202410,155,155
18172,MG,310390,202411,177,177
18173,MG,310390,202412,145,143
18174,MG,310400,202112,1,1
18175,MG,310400,202201,262,258
18176,MG,310400,202202,517,517
18177,MG,310400,202203,578,578
18178,MG,310400,202204,512,512
18179,MG,310400,202205,596,596
18180,MG,310400,202206,540,540
18181,MG,310400,202207,541,541
18182,MG,310400,202208,835,835
18183,MG,310400,202209,723,723
18184,MG,310400,202210,779,779
18185,MG,310400,202211,833,833
18186,MG,310400,202212,672,672
18187,MG,310400,202301,512,512
18188,MG,310400,202302,664,664
18189,MG,310400,202303,757,757
18190,MG,310400,202304,697,697
18191,MG,310400,202305,736,736
18192,MG,310400,202306,1237,1237
18193,MG,310400,202307,1319,1319
18194,MG,310400,202308,1450,1450
18195,MG,310400,202309,1253,1253
18196,MG,310400,202310,1275,1275
18197,MG,310400,202311,1216,1216
18198,MG,310400,202312,1150,1150
18199,MG,310400,202401,1174,1174
18200,MG,310400,202402,1567,1567
18201,MG,310400,202403,1645,1645
18202,MG,310400,202404,1620,1620
18203,MG,310400,202405,1778,1778
18204,MG,310400,202406,1838,1838
18205,MG,310400,202407,1905,1905
18206,MG,310400,202408,1776,1776
18207,MG,310400,202409,1490,1490
18208,MG,310400,202410,2041,2041
18209,MG,310400,202411,1919,1919
18210,MG,310400,202412,1488,1488
18211,MG,310410,202201,37,37
18212,MG,310410,202202,35,35
18213,MG,310410,202203,40,40
18214,MG,310410,202204,21,21
18215,MG,310410,202205,1,1
18216,MG,310410,202206,14,14
18217,MG,310410,202207,3,3
18218,MG,310410,202208,3,2
18219,MG,310410,202210,7,7
18220,MG,310410,202303,1,1
18221,MG,310410,202304,6,6
18222,MG,310410,202308,4,4
18223,MG,310410,202309,1,1
18224,MG,310410,202311,1,1
18225,MG,310410,202312,1,1
18226,MG,310410,202401,1,1
18227,MG,310410,202403,6,6
18228,MG,310410,202405,6,6
18229,MG,310410,202406,7,7
18230,MG,310410,202409,3,3
18231,MG,310410,202410,3,3
18232,MG,310410,202411,7,7
18233,MG,310410,202412,5,5
18234,MG,310420,202111,6,6
18235,MG,310420,202112,2,2
18236,MG,310420,202201,15,15
18237,MG,310420,202202,72,72
18238,MG,310420,202203,188,188
18239,MG,310420,202204,111,111
18240,MG,310420,202205,128,128
18241,MG,310420,202206,156,156
18242,MG,310420,202207,248,248
18243,MG,310420,202208,241,241
18244,MG,310420,202209,199,199
18245,MG,310420,202210,209,209
18246,MG,310420,202211,42,42
18247,MG,310420,202212,11,11
18248,MG,310420,202301,40,40
18249,MG,310420,202302,40,40
18250,MG,310420,202303,255,255
18251,MG,310420,202304,194,194
18252,MG,310420,202305,210,210
18253,MG,310420,202306,238,238
18254,MG,310420,202307,367,367
18255,MG,310420,202308,361,361
18256,MG,310420,202309,306,306
18257,MG,310420,202310,539,538
18258,MG,310420,202311,447,447
18259,MG,310420,202312,149,149
18260,MG,310420,202401,333,332
18261,MG,310420,202402,219,219
18262,MG,310420,202403,272,272
18263,MG,310420,202404,409,409
18264,MG,310420,202405,255,255
18265,MG,310420,202406,270,270
18266,MG,310420,202407,308,308
18267,MG,310420,202408,222,222
18268,MG,310420,202409,305,305
18269,MG,310420,202410,359,359
18270,MG,310420,202411,296,296
18271,MG,310420,202412,185,185
18272,MG,310430,202201,2,2
18273,MG,310430,202203,120,120
18274,MG,310430,202204,121,121
18275,MG,310430,202205,121,121
18276,MG,310430,202207,2,2
18277,MG,310430,202209,1,1
18278,MG,310430,202210,4,4
18279,MG,310430,202211,1,1
18280,MG,310430,202303,2,2
18281,MG,310430,202305,2,2
18282,MG,310430,202306,4,4
18283,MG,310430,202307,1,1
18284,MG,310430,202308,30,30
18285,MG,310430,202310,31,31
18286,MG,310430,202311,31,31
18287,MG,310430,202312,33,33
18288,MG,310430,202401,18,18
18289,MG,310430,202402,61,61
18290,MG,310430,202403,60,60
18291,MG,310430,202404,67,67
18292,MG,310430,202405,61,61
18293,MG,310430,202406,67,67
18294,MG,310430,202407,61,61
18295,MG,310430,202408,62,62
18296,MG,310430,202409,63,63
18297,MG,310430,202410,61,61
18298,MG,310430,202411,64,64
18299,MG,310430,202412,65,65
18300,MG,310440,202204,3,3
18301,MG,310440,202207,30,30
18302,MG,310440,202208,30,30
18303,MG,310440,202209,30,30
18304,MG,310440,202210,30,30
18305,MG,310440,202211,32,32
18306,MG,310440,202212,31,31
18307,MG,310440,202301,1,1
18308,MG,310440,202302,30,30
18309,MG,310440,202303,6,3
18310,MG,310440,202304,2,2
18311,MG,310440,202305,5,5
18312,MG,310440,202306,2,2
18313,MG,310440,202307,1,1
18314,MG,310440,202310,3,3
18315,MG,310440,202311,5,5
18316,MG,310440,202312,7,7
18317,MG,310440,202401,9,9
18318,MG,310440,202402,10,10
18319,MG,310440,202403,5,5
18320,MG,310440,202404,11,7
18321,MG,310440,202405,1,1
18322,MG,310440,202406,1,1
18323,MG,310440,202407,1,0
18324,MG,310440,202408,16,16
18325,MG,310440,202409,30,30
18326,MG,310440,202410,81,81
18327,MG,310440,202411,11,11
18328,MG,310440,202412,122,122
18329,MG,310445,202201,3,3
18330,MG,310445,202205,1,1
18331,MG,310445,202206,1,1
18332,MG,310445,202207,2,2
18333,MG,310445,202208,4,4
18334,MG,310445,202209,1,1
18335,MG,310445,202212,1,1
18336,MG,310445,202301,1,1
18337,MG,310445,202302,1,1
18338,MG,310445,202303,3,3
18339,MG,310445,202304,1,1
18340,MG,310445,202305,1,1
18341,MG,310445,202307,2,2
18342,MG,310445,202308,1,1
18343,MG,310445,202309,4,4
18344,MG,310445,202310,3,3
18345,MG,310445,202311,4,4
18346,MG,310445,202401,2,2
18347,MG,310445,202402,2,2
18348,MG,310445,202403,1,1
18349,MG,310445,202404,1,1
18350,MG,310445,202405,1,1
18351,MG,310445,202406,2,2
18352,MG,310445,202407,3,3
18353,MG,310445,202408,3,3
18354,MG,310445,202409,2,2
18355,MG,310450,202201,1,1
18356,MG,310450,202202,1,1
18357,MG,310450,202204,2,2
18358,MG,310450,202206,19,19
18359,MG,310450,202208,4,4
18360,MG,310450,202209,1,1
18361,MG,310450,202210,1,1
18362,MG,310450,202211,1,1
18363,MG,310450,202212,1,1
18364,MG,310450,202301,1,1
18365,MG,310450,202303,11,11
18366,MG,310450,202305,7,3
18367,MG,310450,202306,1,1
18368,MG,310450,202307,3,3
18369,MG,310450,202309,1,1
18370,MG,310450,202310,22,22
18371,MG,310450,202311,21,21
18372,MG,310450,202312,56,56
18373,MG,310450,202401,29,28
18374,MG,310450,202402,57,57
18375,MG,310450,202403,58,58
18376,MG,310450,202404,65,65
18377,MG,310450,202405,65,65
18378,MG,310450,202406,60,60
18379,MG,310450,202407,64,63
18380,MG,310450,202408,65,65
18381,MG,310450,202409,73,72
18382,MG,310450,202410,60,60
18383,MG,310450,202411,69,69
18384,MG,310450,202412,62,62
18385,MG,310460,202201,9,9
18386,MG,310460,202202,9,9
18387,MG,310460,202203,8,8
18388,MG,310460,202204,5,5
18389,MG,310460,202205,12,12
18390,MG,310460,202206,7,7
18391,MG,310460,202207,5,5
18392,MG,310460,202208,7,7
18393,MG,310460,202209,2,2
18394,MG,310460,202210,3,3
18395,MG,310460,202211,20,20
18396,MG,310460,202212,11,11
18397,MG,310460,202301,45,45
18398,MG,310460,202302,39,39
18399,MG,310460,202303,30,30
18400,MG,310460,202304,37,37
18401,MG,310460,202305,21,21
18402,MG,310460,202306,44,44
18403,MG,310460,202307,29,29
18404,MG,310460,202308,20,19
18405,MG,310460,202309,12,12
18406,MG,310460,202310,12,8
18407,MG,310460,202311,10,9
18408,MG,310460,202312,16,16
18409,MG,310460,202401,9,9
18410,MG,310460,202402,13,13
18411,MG,310460,202403,25,24
18412,MG,310460,202404,15,15
18413,MG,310460,202405,11,11
18414,MG,310460,202406,11,11
18415,MG,310460,202407,7,7
18416,MG,310460,202408,17,17
18417,MG,310460,202409,13,13
18418,MG,310460,202410,12,12
18419,MG,310460,202411,21,21
18420,MG,310460,202412,23,23
18421,MG,310470,202201,7,7
18422,MG,310470,202202,4,4
18423,MG,310470,202203,5,5
18424,MG,310470,202204,1,1
18425,MG,310470,202206,2,2
18426,MG,310470,202207,13,13
18427,MG,310470,202208,5,5
18428,MG,310470,202209,15,15
18429,MG,310470,202210,21,21
18430,MG,310470,202211,26,26
18431,MG,310470,202212,9,9
18432,MG,310470,202301,22,14
18433,MG,310470,202302,48,33
18434,MG,310470,202303,45,43
18435,MG,310470,202304,25,24
18436,MG,310470,202305,40,2
18437,MG,310470,202306,33,4
18438,MG,310470,202307,54,3
18439,MG,310470,202308,24,24
18440,MG,310470,202309,15,15
18441,MG,310470,202310,9,9
18442,MG,310470,202311,10,10
18443,MG,310470,202312,12,12
18444,MG,310470,202401,10,10
18445,MG,310470,202402,20,20
18446,MG,310470,202403,26,25
18447,MG,310470,202404,20,20
18448,MG,310470,202405,23,23
18449,MG,310470,202406,34,34
18450,MG,310470,202407,17,17
18451,MG,310470,202408,5,5
18452,MG,310470,202409,1,1
18453,MG,310470,202410,8,8
18454,MG,310470,202411,2,2
18455,MG,310470,202412,5,5
18456,MG,310480,202202,1,0
18457,MG,310480,202203,6,1
18458,MG,310480,202204,5,0
18459,MG,310480,202205,19,19
18460,MG,310480,202206,2,2
18461,MG,310480,202207,5,1
18462,MG,310480,202208,7,7
18463,MG,310480,202209,14,13
18464,MG,310480,202210,10,6
18465,MG,310480,202211,10,6
18466,MG,310480,202212,4,1
18467,MG,310480,202301,5,5
18468,MG,310480,202302,5,2
18469,MG,310480,202304,5,2
18470,MG,310480,202305,9,2
18471,MG,310480,202306,17,10
18472,MG,310480,202307,4,1
18473,MG,310480,202308,4,1
18474,MG,310480,202309,3,2
18475,MG,310480,202310,5,3
18476,MG,310480,202311,9,6
18477,MG,310480,202312,1,1
18478,MG,310480,202401,13,5
18479,MG,310480,202402,11,3
18480,MG,310480,202403,19,7
18481,MG,310480,202404,15,15
18482,MG,310480,202405,6,6
18483,MG,310480,202406,20,20
18484,MG,310480,202407,15,15
18485,MG,310480,202408,30,30
18486,MG,310480,202409,22,22
18487,MG,310480,202410,9,9
18488,MG,310480,202411,11,11
18489,MG,310480,202412,15,15
18490,MG,310490,202201,1,1
18491,MG,310490,202202,5,5
18492,MG,310490,202203,3,3
18493,MG,310490,202204,16,6
18494,MG,310490,202205,13,13
18495,MG,310490,202206,1,1
18496,MG,310490,202207,5,5
18497,MG,310490,202209,1,1
18498,MG,310490,202210,1,1
18499,MG,310490,202211,5,5
18500,MG,310490,202212,11,11
18501,MG,310490,202301,13,13
18502,MG,310490,202302,13,8
18503,MG,310490,202303,23,4
18504,MG,310490,202304,3,3
18505,MG,310490,202305,3,3
18506,MG,310490,202306,1,1
18507,MG,310490,202307,1,1
18508,MG,310490,202308,3,3
18509,MG,310490,202309,2,2
18510,MG,310490,202310,7,7
18511,MG,310490,202311,5,5
18512,MG,310490,202312,1,1
18513,MG,310490,202401,6,6
18514,MG,310490,202402,2,2
18515,MG,310490,202403,61,61
18516,MG,310490,202404,2,2
18517,MG,310490,202405,61,61
18518,MG,310490,202406,69,63
18519,MG,310490,202407,64,64
18520,MG,310490,202408,61,61
18521,MG,310490,202409,63,63
18522,MG,310490,202410,61,61
18523,MG,310490,202411,84,72
18524,MG,310490,202412,94,66
18525,MG,310500,202201,25,25
18526,MG,310500,202202,20,20
18527,MG,310500,202204,1,1
18528,MG,310500,202205,4,4
18529,MG,310500,202206,13,13
18530,MG,310500,202207,8,4
18531,MG,310500,202208,8,8
18532,MG,310500,202209,8,8
18533,MG,310500,202210,1,1
18534,MG,310500,202211,4,4
18535,MG,310500,202212,7,2
18536,MG,310500,202301,4,4
18537,MG,310500,202302,5,5
18538,MG,310500,202303,29,29
18539,MG,310500,202304,37,37
18540,MG,310500,202305,9,9
18541,MG,310500,202306,10,10
18542,MG,310500,202307,19,19
18543,MG,310500,202308,7,7
18544,MG,310500,202309,14,14
18545,MG,310500,202310,6,6
18546,MG,310500,202311,10,10
18547,MG,310500,202312,2,2
18548,MG,310500,202401,8,8
18549,MG,310500,202402,9,9
18550,MG,310500,202403,5,5
18551,MG,310500,202404,3,2
18552,MG,310500,202405,6,6
18553,MG,310500,202406,8,8
18554,MG,310500,202407,6,6
18555,MG,310500,202408,11,11
18556,MG,310500,202409,2,2
18557,MG,310500,202410,13,13
18558,MG,310500,202411,2,2
18559,MG,310500,202412,7,7
18560,MG,310510,202201,92,92
18561,MG,310510,202202,93,93
18562,MG,310510,202203,77,77
18563,MG,310510,202204,93,93
18564,MG,310510,202205,92,92
18565,MG,310510,202206,93,93
18566,MG,310510,202207,99,99
18567,MG,310510,202208,106,106
18568,MG,310510,202209,104,104
18569,MG,310510,202210,4,4
18570,MG,310510,202211,106,106
18571,MG,310510,202212,136,135
18572,MG,310510,202301,121,121
18573,MG,310510,202302,112,111
18574,MG,310510,202303,81,81
18575,MG,310510,202304,122,122
18576,MG,310510,202305,115,114
18577,MG,310510,202306,107,107
18578,MG,310510,202307,113,113
18579,MG,310510,202308,111,110
18580,MG,310510,202309,111,109
18581,MG,310510,202310,28,28
18582,MG,310510,202311,113,113
18583,MG,310510,202312,23,23
18584,MG,310510,202401,113,112
18585,MG,310510,202402,138,138
18586,MG,310510,202403,133,133
18587,MG,310510,202404,146,146
18588,MG,310510,202405,151,151
18589,MG,310510,202406,119,119
18590,MG,310510,202407,182,179
18591,MG,310510,202408,155,152
18592,MG,310510,202409,129,129
18593,MG,310510,202410,141,141
18594,MG,310510,202411,131,129
18595,MG,310510,202412,140,135
18596,MG,310520,202201,36,36
18597,MG,310520,202202,58,58
18598,MG,310520,202203,72,72
18599,MG,310520,202204,35,35
18600,MG,310520,202205,104,104
18601,MG,310520,202206,27,27
18602,MG,310520,202207,13,13
18603,MG,310520,202208,18,18
18604,MG,310520,202209,117,117
18605,MG,310520,202210,76,76
18606,MG,310520,202211,43,43
18607,MG,310520,202212,20,20
18608,MG,310520,202301,74,74
18609,MG,310520,202302,20,20
18610,MG,310520,202303,32,32
18611,MG,310520,202304,46,46
18612,MG,310520,202305,36,36
18613,MG,310520,202306,48,48
18614,MG,310520,202307,49,49
18615,MG,310520,202308,55,55
18616,MG,310520,202309,50,50
18617,MG,310520,202310,61,61
18618,MG,310520,202311,52,52
18619,MG,310520,202312,43,37
18620,MG,310520,202401,52,52
18621,MG,310520,202402,10,10
18622,MG,310520,202403,24,24
18623,MG,310520,202404,18,18
18624,MG,310520,202405,27,27
18625,MG,310520,202406,23,23
18626,MG,310520,202407,26,26
18627,MG,310520,202408,25,25
18628,MG,310520,202409,98,98
18629,MG,310520,202410,125,125
18630,MG,310520,202411,108,108
18631,MG,310520,202412,65,65
18632,MG,310530,202201,1,1
18633,MG,310530,202202,59,59
18634,MG,310530,202203,61,61
18635,MG,310530,202204,61,60
18636,MG,310530,202205,61,61
18637,MG,310530,202206,56,56
18638,MG,310530,202207,56,56
18639,MG,310530,202208,57,57
18640,MG,310530,202209,60,60
18641,MG,310530,202210,29,29
18642,MG,310530,202211,3,3
18643,MG,310530,202302,3,3
18644,MG,310530,202303,2,2
18645,MG,310530,202304,2,2
18646,MG,310530,202305,2,2
18647,MG,310530,202306,1,1
18648,MG,310530,202307,56,56
18649,MG,310530,202308,58,58
18650,MG,310530,202309,57,57
18651,MG,310530,202310,56,56
18652,MG,310530,202311,56,56
18653,MG,310530,202312,57,57
18654,MG,310530,202401,63,62
18655,MG,310530,202402,56,56
18656,MG,310530,202403,58,58
18657,MG,310530,202404,65,65
18658,MG,310530,202405,121,121
18659,MG,310530,202406,116,116
18660,MG,310530,202407,123,123
18661,MG,310530,202408,147,147
18662,MG,310530,202409,118,118
18663,MG,310530,202410,122,122
18664,MG,310530,202411,129,129
18665,MG,310530,202412,119,119
