,nome_municipio,area_desmatada,codigo_municipio,uf,ano
10025,Mirinzal,0.0,2106805,Maranhão,2020
10026,Jenipapo dos Vieiras,1.02,2105476,Maranhão,2020
10027,Santa Izabel do Pará,0.35,1506500,Pará,2020
10028,Combinado,0.0,1705557,Tocantins,2020
10029,Envira,9.77,1301506,Amazonas,2020
10030,Graça Aranha,0.77,2104701,Maranhão,2020
10031,Tocantinópolis,0.41,1721208,Tocantins,2020
10032,Amaturá,0.16,1300060,Amazonas,2020
10033,Cacaulândia,6.92,1100601,Rondônia,2020
10034,São Félix de Balsas,0.0,2110807,Maranhão,2020
10035,Colinas,2.73,2103505,Maranhão,2020
10036,Buritirana,1.66,2102358,Maranhão,2020
10037,Ananindeua,0.0,1500800,Pará,2020
10038,Presidente Figueiredo,9.34,1303536,Amazonas,2020
10039,Abaetetuba,1.22,1500107,Pará,2020
10040,Pindaré-Mirim,0.0,2108504,Maranhão,2020
10041,Centenário,0.0,1704105,Tocantins,2020
10042,Santa Terezinha do Tocantins,0.68,1720002,Tocantins,2020
10043,Vigia,0.54,1508209,Pará,2020
10044,Campo Novo de Rondônia,14.04,1100700,Rondônia,2020
10045,Santa Cruz do Xingu,11.89,5107743,Mato Grosso,2020
10046,Lajeado Novo,0.32,2105989,Maranhão,2020
10047,Afuá,0.0,1500305,Pará,2020
10048,Ribamar Fiquene,0.24,2109551,Maranhão,2020
10049,Peixoto de Azevedo,88.41,5106422,Mato Grosso,2021
10050,Pau D'Arco,3.91,1505551,Pará,2021
10051,Mâncio Lima,10.7,1200336,Acre,2021
10052,Alto Alegre,12.84,1400050,Roraima,2021
10053,Pedra Preta,0.0,5106372,Mato Grosso,2021
10054,Itaituba,355.58,1503606,Pará,2021
10055,Redenção,0.41,1506138,Pará,2021
10056,Iracema,25.29,1400282,Roraima,2021
10057,Santo Antônio do Leverger,1.36,5107800,Mato Grosso,2021
10058,Porto Esperidião,0.94,5106828,Mato Grosso,2021
10059,Nova Brasilândia,0.07,5106208,Mato Grosso,2021
10060,Caracaraí,22.71,1400209,Roraima,2021
10061,Ponte Branca,0.0,5106703,Mato Grosso,2021
10062,Cuiabá,0.0,5103403,Mato Grosso,2021
10063,Tucumã,0.87,1508084,Pará,2021
10064,Alto Paraguai,0.1,5100508,Mato Grosso,2021
10065,São Pedro da Cipa,0.0,5107404,Mato Grosso,2021
10066,Porto Estrela,0.15,5106851,Mato Grosso,2021
10067,Porto de Moz,51.25,1505908,Pará,2021
10068,Denise,0.08,5103452,Mato Grosso,2021
10069,Cáceres,5.05,5102504,Mato Grosso,2021
10070,Tesouro,0.0,5108105,Mato Grosso,2021
10071,Araguaiana,0.13,5101001,Mato Grosso,2021
10072,Matupá,8.29,5105606,Mato Grosso,2021
10073,Conquista D'Oeste,2.66,5103361,Mato Grosso,2021
10074,Vale de São Domingos,4.18,5108352,Mato Grosso,2021
10075,Juscimeira,0.17,5105200,Mato Grosso,2021
10076,Nova Guarita,1.41,5108808,Mato Grosso,2021
10077,Bonfim,1.8,1400159,Roraima,2021
10078,Tapauá,51.59,1304104,Amazonas,2021
10079,Salto do Céu,2.12,5107750,Mato Grosso,2021
10080,Campo Verde,0.21,5102678,Mato Grosso,2021
10081,Eirunepé,6.07,1301407,Amazonas,2021
10082,Curvelândia,0.11,5103437,Mato Grosso,2021
10083,Acorizal,0.0,5100102,Mato Grosso,2021
10084,Várzea Grande,0.0,5108402,Mato Grosso,2021
10085,Rosário Oeste,0.0,5107701,Mato Grosso,2021
10086,Rio Branco,0.0,5107206,Mato Grosso,2021
10087,Santo Antônio do Leste,0.0,5107792,Mato Grosso,2021
10088,Chapada dos Guimarães,0.13,5103007,Mato Grosso,2021
10089,Novo São Joaquim,0.0,5106281,Mato Grosso,2021
10090,Glória D'Oeste,0.0,5103957,Mato Grosso,2021
10091,São José do Povo,0.0,5107297,Mato Grosso,2021
10092,Mirassol d'Oeste,0.68,5105622,Mato Grosso,2021
10093,Nova Bandeirantes,123.95,5106158,Mato Grosso,2021
10094,Poconé,0.0,5106505,Mato Grosso,2021
10095,Conceição do Araguaia,4.65,1502707,Pará,2021
10096,Barra do Bugres,9.9,5101704,Mato Grosso,2021
10097,Guiratinga,0.0,5104203,Mato Grosso,2021
10098,Dom Aquino,0.14,5103601,Mato Grosso,2021
10099,Lambari D'Oeste,0.73,5105234,Mato Grosso,2021
10100,São José dos Quatro Marcos,0.16,5107107,Mato Grosso,2021
10101,Poxoréu,0.08,5107008,Mato Grosso,2021
10102,Floresta do Araguaia,3.03,1503044,Pará,2021
10103,Barão de Melgaço,0.0,5101605,Mato Grosso,2021
10104,Araputanga,1.8,5101258,Mato Grosso,2021
10105,Nova Olímpia,1.68,5106232,Mato Grosso,2021
10106,Rondonópolis,0.07,5107602,Mato Grosso,2021
10107,Nova Xavantina,0.0,5106257,Mato Grosso,2021
10108,Pontal do Araguaia,0.0,5106653,Mato Grosso,2021
10109,Jangada,0.0,5104906,Mato Grosso,2021
10110,Amapá,0.0,1600105,Amapá,2021
10111,Guajará,24.76,1301654,Amazonas,2021
10112,Vila Bela da Santíssima Trindade,5.32,5105507,Mato Grosso,2021
10113,Araguainha,0.0,5101209,Mato Grosso,2021
10114,Capixaba,29.38,1200179,Acre,2021
10115,Jauru,2.4,5105002,Mato Grosso,2021
10116,Ribeirãozinho,0.0,5107198,Mato Grosso,2021
10117,Reserva do Cabaçal,2.18,5107156,Mato Grosso,2021
10118,Figueirópolis D'Oeste,0.0,5103809,Mato Grosso,2021
10119,Alto Garças,0.0,5100409,Mato Grosso,2021
10120,Nossa Senhora do Livramento,0.0,5106109,Mato Grosso,2021
10121,Jaciara,0.0,5104807,Mato Grosso,2021
10122,Manaus,5.66,1302603,Amazonas,2021
10123,Pontes e Lacerda,6.55,5106752,Mato Grosso,2021
10124,Ipixuna,12.02,1301803,Amazonas,2021
10125,Primavera do Leste,0.0,5107040,Mato Grosso,2021
10126,Maraã,1.98,1302801,Amazonas,2021
10127,Torixoréu,0.0,5108204,Mato Grosso,2021
10128,General Carneiro,0.0,5103908,Mato Grosso,2021
10129,Nova Rosalândia,0.0,1715002,Tocantins,2021
10130,São Gabriel da Cachoeira,5.59,1303809,Amazonas,2021
10131,Ipiranga do Norte,3.95,5104526,Mato Grosso,2021
10132,Araguaína,1.29,1702109,Tocantins,2021
10133,São Geraldo do Araguaia,1.47,1507458,Pará,2021
10134,Augusto Corrêa,0.0,1500909,Pará,2021
10135,Uarini,5.98,1304260,Amazonas,2021
10136,Vilhena,24.19,1100304,Rondônia,2021
10137,Nova Lacerda,2.25,5106182,Mato Grosso,2021
10138,Itaporã do Tocantins,0.0,1711100,Tocantins,2021
10139,Lucas do Rio Verde,0.53,5105259,Mato Grosso,2021
10140,Nova Maringá,30.17,5108907,Mato Grosso,2021
10141,Goianésia do Pará,28.96,1503093,Pará,2021
10142,Bujari,25.8,1200138,Acre,2021
10143,Rio Maria,5.84,1506161,Pará,2021
10144,Divinópolis do Tocantins,0.0,1707108,Tocantins,2021
10145,Jacareacanga,110.76,1503754,Pará,2021
10146,Barrolândia,0.0,1703107,Tocantins,2021
10147,Diamantino,5.68,5103502,Mato Grosso,2021
10148,Santa Fé do Araguaia,0.13,1718865,Tocantins,2021
10149,Santa Carmem,8.47,5107248,Mato Grosso,2021
10150,Bannach,4.97,1501253,Pará,2021
10151,Canabrava do Norte,6.13,5102694,Mato Grosso,2021
10152,Pedra Branca do Amapari,2.0,1600154,Amapá,2021
10153,Oliveira de Fátima,0.0,1715507,Tocantins,2021
10154,Caseara,0.0,1703909,Tocantins,2021
10155,Santa Cruz do Arari,0.0,1506401,Pará,2021
10156,Tapurah,2.92,5108006,Mato Grosso,2021
10157,Parauapebas,7.28,1505536,Pará,2021
10158,Limoeiro do Ajuru,0.34,1504000,Pará,2021
10159,Theobroma,4.5,1101609,Rondônia,2021
10160,São Félix do Xingu,576.96,1507300,Pará,2021
10161,Comodoro,23.37,5103304,Mato Grosso,2021
10162,Goianorte,0.14,1708304,Tocantins,2021
10163,Governador Jorge Teixeira,20.77,1101005,Rondônia,2021
10164,Tabaporã,23.1,5107941,Mato Grosso,2021
10165,Epitaciolândia,18.65,1200252,Acre,2021
10166,Vera,12.84,5108501,Mato Grosso,2021
10167,Novo Mundo,17.89,5106265,Mato Grosso,2021
10168,Bernardo Sayão,0.0,1703206,Tocantins,2021
10169,Rolim de Moura,1.32,1100288,Rondônia,2021
10170,Seringueiras,31.71,1101500,Rondônia,2021
10171,Autazes,47.31,1300300,Amazonas,2021
10172,Ferreira Gomes,0.07,1600238,Amapá,2021
10173,Palmas,0.0,1721000,Tocantins,2021
10174,São Francisco do Brejão,0.54,2110856,Maranhão,2021
10175,Sambaíba,0.0,2109700,Maranhão,2021
10176,Novo Alegre,0.0,1715150,Tocantins,2021
10177,Santa Luzia D'Oeste,1.05,1100296,Rondônia,2021
10178,Tartarugalzinho,0.88,1600709,Amapá,2021
10179,Arenápolis,0.28,5101308,Mato Grosso,2021
10180,Gurupi,0.0,1709500,Tocantins,2021
10181,Lagoa da Confusão,0.86,1711902,Tocantins,2021
10182,Boa Vista,0.42,1400100,Roraima,2021
10183,Gurupá,2.19,1503101,Pará,2021
10184,São Pedro da Água Branca,0.99,2111532,Maranhão,2021
10185,Jaú do Tocantins,0.0,1711506,Tocantins,2021
10186,Araguaçu,0.0,1702000,Tocantins,2021
10187,Sandolândia,0.46,1718840,Tocantins,2021
10188,Altamira,765.53,1500602,Pará,2021
10189,Aliança do Tocantins,0.0,1700350,Tocantins,2021
10190,São Sebastião do Uatumã,1.59,1303957,Amazonas,2021
10191,Porto dos Gaúchos,18.29,5106802,Mato Grosso,2021
10192,Sapezal,3.23,5107875,Mato Grosso,2021
10193,Bragança,0.3,1501709,Pará,2021
10194,Nova Santa Helena,8.83,5106190,Mato Grosso,2021
10195,Alto Paraíso,28.86,1100403,Rondônia,2021
10196,Araguanã,0.0,1702158,Tocantins,2021
10197,São José do Rio Claro,25.07,5107305,Mato Grosso,2021
10198,Pimenteiras do Oeste,9.66,1101468,Rondônia,2021
10199,Mocajuba,0.0,1504604,Pará,2021
10200,Iranduba,0.7,1301852,Amazonas,2021
10201,Urucará,0.94,1304302,Amazonas,2021
10202,Santa Isabel do Rio Negro,1.74,1303601,Amazonas,2021
10203,Senador Guiomard,20.17,1200450,Acre,2021
10204,Figueirópolis,0.0,1707652,Tocantins,2021
10205,Coari,5.06,1301209,Amazonas,2021
10206,Carauari,1.06,1301001,Amazonas,2021
10207,Nova Mutum,4.58,5106224,Mato Grosso,2021
10208,Nova Nazaré,0.32,5106174,Mato Grosso,2021
10209,Brasil Novo,20.13,1501725,Pará,2021
10210,Apuí,329.88,1300144,Amazonas,2021
10211,Santa Terezinha,22.84,5107776,Mato Grosso,2021
10212,Campinápolis,0.0,5102603,Mato Grosso,2021
10213,Nova Mamoré,94.68,1100338,Rondônia,2021
10214,Castanheiras,1.09,1100908,Rondônia,2021
10215,União do Sul,67.3,5108303,Mato Grosso,2021
10216,Alvorada,0.0,1700707,Tocantins,2021
10217,Caroebe,37.25,1400233,Roraima,2021
10218,Coroatá,1.81,2103604,Maranhão,2021
10219,Pastos Bons,0.0,2108009,Maranhão,2021
10220,Lago do Junco,0.0,2105807,Maranhão,2021
10221,Matões do Norte,0.31,2106631,Maranhão,2021
10222,Cantanhede,1.65,2102705,Maranhão,2021
10223,Arame,15.91,2100956,Maranhão,2021
10224,Conceição do Tocantins,0.0,1705607,Tocantins,2021
10225,Tufilândia,0.0,2112274,Maranhão,2021
10226,Governador Newton Bello,0.0,2104651,Maranhão,2021
10227,Maranhãozinho,0.0,2106375,Maranhão,2021
10228,Igarapé Grande,0.0,2105203,Maranhão,2021
10229,Monção,0.74,2106904,Maranhão,2021
10230,Peritoró,8.33,2108454,Maranhão,2021
10231,Sucupira do Norte,0.0,2111904,Maranhão,2021
10232,Formosa da Serra Negra,0.9,2104099,Maranhão,2021
10233,Nova Iorque,0.0,2107308,Maranhão,2021
10234,Santa Filomena do Maranhão,0.48,2109759,Maranhão,2021
10235,Carutapera,0.88,2102903,Maranhão,2021
10236,Rio Branco,97.63,1200401,Acre,2021
10237,Satubinha,0.0,2111722,Maranhão,2021
10238,Cujubim,120.75,1100940,Rondônia,2021
10239,Fernando Falcão,0.83,2104081,Maranhão,2021
10240,Pirapemas,1.88,2108801,Maranhão,2021
10241,Centro do Guilherme,0.0,2103158,Maranhão,2021
10242,Oiapoque,0.71,1600501,Amapá,2021
10243,Darcinópolis,0.61,1706506,Tocantins,2021
10244,Alcântara,0.16,2100204,Maranhão,2021
10245,Arari,0.18,2101004,Maranhão,2021
10246,Cumaru do Norte,46.79,1502764,Pará,2021
10247,Miranda do Norte,0.96,2106755,Maranhão,2021
10248,Penalva,0.07,2108306,Maranhão,2021
10249,Brejo Grande do Araguaia,1.96,1501758,Pará,2021
10250,Medicilândia,105.46,1504455,Pará,2021
10251,Nova Timboteua,0.0,1505007,Pará,2021
10252,Central do Maranhão,0.0,2103125,Maranhão,2021
10253,Alto Alegre do Maranhão,0.07,2100436,Maranhão,2021
10254,Maurilândia do Tocantins,0.0,1712801,Tocantins,2021
10255,Paragominas,31.2,1505502,Pará,2021
10256,Morros,0.28,2107100,Maranhão,2021
10257,Itinga do Maranhão,21.87,2105427,Maranhão,2021
10258,Santa Helena,2.29,2109809,Maranhão,2021
10259,São João da Ponta,0.4,1507466,Pará,2021
10260,Cedral,0.0,2103109,Maranhão,2021
10261,São João Batista,0.0,2111003,Maranhão,2021
10262,São Raimundo do Doca Bezerra,0.0,2111631,Maranhão,2021
10263,Turilândia,2.67,2112456,Maranhão,2021
10264,São João de Pirabas,1.92,1507474,Pará,2021
10265,Lago dos Rodrigues,0.0,2105948,Maranhão,2021
10266,Lagoa do Tocantins,0.0,1711951,Tocantins,2021
10267,Dianópolis,0.0,1707009,Tocantins,2021
10268,Novo Acordo,0.0,1715101,Tocantins,2021
10269,Maracanã,0.59,1504307,Pará,2021
10270,Axixá do Tocantins,0.0,1702901,Tocantins,2021
10271,Cachoeira Grande,0.0,2102374,Maranhão,2021
10272,Anajatuba,0.12,2100709,Maranhão,2021
10273,Aurora do Tocantins,0.0,1702703,Tocantins,2021
10274,Itiquira,0.0,5104609,Mato Grosso,2021
10275,Mateiros,0.0,1712702,Tocantins,2021
10276,Natividade,0.0,1714203,Tocantins,2021
10277,Joselândia,1.18,2105609,Maranhão,2021
10278,Bom Jesus do Tocantins,0.42,1703305,Tocantins,2021
10279,Estreito,0.0,2104057,Maranhão,2021
10280,Lizarda,0.0,1712405,Tocantins,2021
10281,Ariquemes,14.91,1100023,Rondônia,2021
10282,Olho d'Água das Cunhãs,0.0,2107407,Maranhão,2021
10283,Cajari,0.78,2102507,Maranhão,2021
10284,Bom Jesus do Tocantins,7.99,1501576,Pará,2021
10285,Chaves,0.0,1502509,Pará,2021
10286,Governador Eugênio Barros,7.03,2104602,Maranhão,2021
10287,Barcarena,1.97,1501303,Pará,2021
10288,São João da Baliza,21.37,1400506,Roraima,2021
10289,Miracema do Tocantins,0.0,1713205,Tocantins,2021
10290,Rio dos Bois,0.0,1718709,Tocantins,2021
10291,Itaubal,0.08,1600253,Amapá,2021
10292,Tefé,12.78,1304203,Amazonas,2021
10293,Cláudia,24.23,5103056,Mato Grosso,2021
10294,Nortelândia,2.37,5106000,Mato Grosso,2021
10295,Anori,0.45,1300102,Amazonas,2021
10296,Água Boa,0.55,5100201,Mato Grosso,2021
10297,Miranorte,0.0,1713304,Tocantins,2021
10298,Rorainópolis,53.99,1400472,Roraima,2021
10299,Cocalinho,0.46,5103106,Mato Grosso,2021
10300,Costa Marques,34.78,1100080,Rondônia,2021
10301,Macapá,0.9,1600303,Amapá,2021
10302,Mirante da Serra,5.22,1101302,Rondônia,2021
10303,Monte Alegre,37.57,1504802,Pará,2021
10304,Santa Rosa do Purus,4.07,1200435,Acre,2021
10305,Palmeirópolis,0.0,1715754,Tocantins,2021
10306,Canaã dos Carajás,2.42,1502152,Pará,2021
10307,Guimarães,0.0,2104909,Maranhão,2021
10308,Belterra,16.36,1501451,Pará,2021
10309,Itapiratins,0.0,1710904,Tocantins,2021
10310,Araguanã,0.0,2100873,Maranhão,2021
10311,Viseu,3.93,1508308,Pará,2021
10312,Uruará,139.61,1508159,Pará,2021
10313,Junco do Maranhão,0.29,2105658,Maranhão,2021
10314,Novo Aripuanã,194.39,1303304,Amazonas,2021
10315,Cotriguaçu,30.33,5103379,Mato Grosso,2021
10316,Jatobá,1.14,2105450,Maranhão,2021
10317,Rio Sono,0.0,1718758,Tocantins,2021
10318,Tracuateua,0.28,1508035,Pará,2021
10319,Breu Branco,13.07,1501782,Pará,2021
10320,Santa Tereza do Tocantins,0.0,1719004,Tocantins,2021
10321,Maracaçumé,0.07,2106326,Maranhão,2021
10322,Parintins,2.47,1303403,Amazonas,2021
10323,Porto Grande,2.24,1600535,Amapá,2021
10324,Aragominas,0.94,1701309,Tocantins,2021
10325,Pugmil,0.0,1718451,Tocantins,2021
10326,Araguacema,0.33,1701903,Tocantins,2021
10327,Novo Airão,1.02,1303205,Amazonas,2021
10328,Breves,2.31,1501808,Pará,2021
10329,Acará,10.31,1500206,Pará,2021
10330,Augustinópolis,0.07,1702554,Tocantins,2021
10331,Canutama,126.97,1300904,Amazonas,2021
10332,Serra Nova Dourada,3.64,5107883,Mato Grosso,2021
10333,Humaitá,197.77,1301704,Amazonas,2021
10334,Borba,14.93,1300805,Amazonas,2021
10335,Ourilândia do Norte,14.96,1505437,Pará,2021
10336,Cerejeiras,3.11,1100056,Rondônia,2021
10337,Mãe do Rio,0.0,1504059,Pará,2021
10338,Bom Jesus das Selvas,20.37,2102036,Maranhão,2021
10339,São João do Soter,0.0,2111078,Maranhão,2021
10340,Magalhães Barata,1.21,1504109,Pará,2021
10341,Senador Alexandre Costa,2.78,2111748,Maranhão,2021
10342,São Mateus do Maranhão,0.0,2111508,Maranhão,2021
10343,Marajá do Sena,3.55,2106359,Maranhão,2021
10344,Igarapé do Meio,0.2,2105153,Maranhão,2021
10345,Santa Rosa do Tocantins,0.0,1718907,Tocantins,2021
10346,Manacapuru,5.9,1302504,Amazonas,2021
10347,Alvarães,7.42,1300029,Amazonas,2021
10348,Cabixi,4.41,1100031,Rondônia,2021
10349,Candeias do Jamari,219.75,1100809,Rondônia,2021
10350,Nova Canaã do Norte,14.18,5106216,Mato Grosso,2021
10351,Moju,55.69,1504703,Pará,2021
10352,Maués,67.98,1302900,Amazonas,2021
10353,São Miguel do Guaporé,12.51,1100320,Rondônia,2021
10354,Santa Maria das Barreiras,12.35,1506583,Pará,2021
10355,Silves,1.5,1304005,Amazonas,2021
10356,Bandeirantes do Tocantins,0.0,1703057,Tocantins,2021
10357,Porto Alegre do Norte,16.24,5106778,Mato Grosso,2021
10358,Gaúcha do Norte,21.71,5103858,Mato Grosso,2021
10359,Nova Monte Verde,26.11,5108956,Mato Grosso,2021
10360,Cametá,0.3,1502103,Pará,2021
10361,Tarauacá,104.2,1200609,Acre,2021
10362,São José do Xingu,1.61,5107354,Mato Grosso,2021
10363,Nova Olinda do Norte,6.35,1303106,Amazonas,2021
10364,Pracuúba,0.22,1600550,Amapá,2021
10365,Bom Jesus do Araguaia,1.2,5101852,Mato Grosso,2021
10366,Santo Antônio do Içá,1.81,1303700,Amazonas,2021
10367,Tabatinga,3.7,1304062,Amazonas,2021
10368,Vitória do Xingu,4.33,1508357,Pará,2021
10369,Campos de Júlio,0.66,5102686,Mato Grosso,2021
10370,Aripuanã,167.39,5101407,Mato Grosso,2021
10371,Alvorada D'Oeste,2.04,1100346,Rondônia,2021
10372,Nova Ubiratã,59.23,5106240,Mato Grosso,2021
10373,Cruzeiro do Sul,33.57,1200203,Acre,2021
10374,Alta Floresta,14.56,5100250,Mato Grosso,2021
10375,Faro,3.45,1503002,Pará,2021
10376,Canarana,0.87,5102702,Mato Grosso,2021
10377,Cachoeira do Arari,0.39,1502004,Pará,2021
10378,Paraíso do Tocantins,0.0,1716109,Tocantins,2021
10379,Primavera de Rondônia,1.44,1101476,Rondônia,2021
10380,Cutias,0.1,1600212,Amapá,2021
10381,Cacoal,18.28,1100049,Rondônia,2021
10382,Piçarra,1.91,1505635,Pará,2021
10383,Vitória do Jari,2.72,1600808,Amapá,2021
10384,Porto Nacional,0.0,1718204,Tocantins,2021
10385,Assis Brasil,17.65,1200054,Acre,2021
10386,Planalto da Serra,0.0,5106455,Mato Grosso,2021
10387,Colinas do Tocantins,0.0,1705508,Tocantins,2021
10388,Colíder,5.01,5103205,Mato Grosso,2021
10389,Sinop,6.4,5107909,Mato Grosso,2021
10390,Muricilândia,0.79,1713957,Tocantins,2021
10391,Alta Floresta D'Oeste,24.86,1100015,Rondônia,2021
10392,Sorriso,0.71,5107925,Mato Grosso,2021
10393,Inhangapi,0.31,1503408,Pará,2021
10394,Bacabal,0.0,2101202,Maranhão,2021
10395,Primavera,0.06,1506104,Pará,2021
10396,Presidente Sarney,1.56,2109270,Maranhão,2021
10397,Lagoa Grande do Maranhão,0.36,2105963,Maranhão,2021
10398,Campestre do Maranhão,0.33,2102556,Maranhão,2021
10399,Dom Pedro,0.95,2103802,Maranhão,2021
10400,Itaguatins,0.37,1710706,Tocantins,2021
10401,Nova Olinda do Maranhão,0.09,2107357,Maranhão,2021
10402,Ananás,0.62,1701002,Tocantins,2021
10403,Santa Luzia do Paruá,0.0,2110039,Maranhão,2021
10404,Palmeirândia,0.0,2107605,Maranhão,2021
10405,Nova Esperança do Piriá,2.39,1504950,Pará,2021
10406,Alto Taquari,0.0,5100607,Mato Grosso,2021
10407,Ji-Paraná,2.96,1100122,Rondônia,2021
10408,Boa Vista do Ramos,0.6,1300680,Amazonas,2021
10409,Carolina,0.0,2102804,Maranhão,2021
10410,Japurá,4.27,1302108,Amazonas,2021
10411,Santa Bárbara do Pará,0.1,1506351,Pará,2021
10412,Monte do Carmo,0.0,1713601,Tocantins,2021
10413,Prainha,66.91,1506005,Pará,2021
10414,Tuntum,10.18,2112308,Maranhão,2021
10415,Curuçá,0.68,1502905,Pará,2021
10416,Taipas do Tocantins,0.0,1720937,Tocantins,2021
10417,Itaipava do Grajaú,1.56,2105351,Maranhão,2021
10418,Laranjal do Jari,2.15,1600279,Amapá,2021
10419,Senador La Rocque,0.38,2111763,Maranhão,2021
10420,Santa Luzia,3.78,2110005,Maranhão,2021
10421,Santana do Araguaia,26.27,1506708,Pará,2021
10422,Santo Antônio do Tauá,0.47,1507003,Pará,2021
10423,Tasso Fragoso,0.0,2112001,Maranhão,2021
10424,Porto Rico do Maranhão,0.0,2109056,Maranhão,2021
10425,Silvanópolis,0.0,1720655,Tocantins,2021
10426,Sítio Novo do Tocantins,0.18,1720804,Tocantins,2021
10427,Santa Luzia do Pará,0.0,1506559,Pará,2021
10428,Raposa,0.0,2109452,Maranhão,2021
10429,Vila Rica,22.05,5108600,Mato Grosso,2021
10430,Olinda Nova do Maranhão,0.0,2107456,Maranhão,2021
10431,Presidente Vargas,0.29,2109304,Maranhão,2021
10432,Bacurituba,0.0,2101350,Maranhão,2021
10433,Gonçalves Dias,7.69,2104404,Maranhão,2021
10434,São José de Ribamar,0.12,2111201,Maranhão,2021
10435,Altamira do Maranhão,0.0,2100402,Maranhão,2021
10436,Garrafão do Norte,1.16,1503077,Pará,2021
10437,Fortuna,9.67,2104206,Maranhão,2021
10438,São Caetano de Odivelas,0.38,1507102,Pará,2021
10439,Machadinho D'Oeste,57.19,1100130,Rondônia,2021
10440,Bequimão,0.08,2101905,Maranhão,2021
10441,Rosário,0.63,2109601,Maranhão,2021
10442,Capitão Poço,2.29,1502301,Pará,2021
10443,Bujaru,0.57,1501907,Pará,2021
10444,Monte Negro,16.91,1101401,Rondônia,2021
10445,Rodrigues Alves,12.21,1200427,Acre,2021
10446,Terra Santa,3.89,1507979,Pará,2021
10447,Bacuri,0.0,2101301,Maranhão,2021
10448,Santa Rita,1.93,2110203,Maranhão,2021
10449,Capanema,0.31,1502202,Pará,2021
10450,Presidente Dutra,2.29,2109106,Maranhão,2021
10451,Santarém,17.72,1506807,Pará,2021
10452,Melgaço,1.85,1504505,Pará,2021
10453,Peixe-Boi,0.32,1505601,Pará,2021
10454,Passagem Franca,0.0,2107902,Maranhão,2021
10455,Juruena,3.33,5105176,Mato Grosso,2021
10456,Anajás,0.97,1500701,Pará,2021
10457,Buritis,35.71,1100452,Rondônia,2021
10458,Dom Eliseu,43.14,1502939,Pará,2021
10459,Senador José Porfírio,112.29,1507805,Pará,2021
10460,Vargem Grande,0.27,2112704,Maranhão,2021
10461,Rio da Conceição,0.0,1718659,Tocantins,2021
10462,Itapecuru Mirim,2.61,2105401,Maranhão,2021
10463,Loreto,0.0,2106102,Maranhão,2021
10464,Benedito Leite,0.0,2101806,Maranhão,2021
10465,Jacundá,1.63,1503804,Pará,2021
10466,Porto Walter,5.26,1200393,Acre,2021
10467,Abel Figueiredo,2.07,1500131,Pará,2021
10468,Açailândia,13.56,2100055,Maranhão,2021
10469,Itacoatiara,16.52,1301902,Amazonas,2021
10470,São Miguel do Tocantins,1.27,1720200,Tocantins,2021
10471,Bom Lugar,0.0,2102077,Maranhão,2021
10472,Marianópolis do Tocantins,0.24,1712504,Tocantins,2021
10473,Santa Inês,0.0,2109908,Maranhão,2021
10474,Codó,4.25,2103307,Maranhão,2021
10475,Carlinda,1.91,5102793,Mato Grosso,2021
10476,Pindorama do Tocantins,0.0,1717008,Tocantins,2021
10477,Alto Parnaíba,0.0,2100501,Maranhão,2021
10478,Feliz Natal,42.72,5103700,Mato Grosso,2021
10479,São Félix do Araguaia,21.35,5107859,Mato Grosso,2021
10480,Pequizeiro,0.0,1716653,Tocantins,2021
10481,Eldorado do Carajás,3.13,1502954,Pará,2021
10482,Rio Crespo,8.29,1100262,Rondônia,2021
10483,Brasiléia,61.01,1200104,Acre,2021
